condition,seed,rate_ms,zeroed,ep_seed,win,draw,steps,n_messages,window_open_frac
A,3,250,0,5300051,1,0,72,15,0.8666666666666667
A,3,250,0,5300060,0,0,152,31,0.7419354838709677
A,3,250,0,5300061,1,0,119,24,0.7916666666666666
A,3,250,0,5300062,1,0,130,26,0.5384615384615384
A,3,250,0,5300063,1,0,116,24,0.7916666666666666
A,3,250,0,5300056,1,0,124,25,0.72
A,3,250,0,5300057,1,0,143,29,0.6896551724137931
A,3,250,0,5300058,1,0,140,28,0.7857142857142857
A,3,250,0,5300059,1,0,125,25,0.76
A,3,250,0,5300068,1,0,162,33,0.7575757575757576
A,3,250,0,5300069,1,0,73,15,0.8
A,3,250,0,5300070,1,0,164,33,0.7575757575757576
A,3,250,0,5300071,1,0,77,16,0.75
A,3,250,0,5300064,1,0,121,25,0.8
A,3,250,0,5300065,1,0,69,14,0.7857142857142857
A,3,250,0,5300066,1,0,98,20,0.85
A,3,250,0,5300067,0,0,282,57,0.7192982456140351
A,3,250,0,5300084,1,0,76,16,0.9375
A,3,250,0,5300085,0,0,173,35,0.7142857142857143
A,3,250,0,5300086,1,0,96,20,0.6
A,3,250,0,5300087,1,0,129,26,0.7692307692307693
A,3,250,0,5300088,1,0,104,21,0.5714285714285714
A,3,250,0,5300089,1,0,73,15,0.9333333333333333
A,3,250,0,5300090,1,0,122,25,0.88
A,3,250,0,5300091,1,0,127,26,0.8076923076923077
A,3,250,0,5300076,1,0,379,76,0.4605263157894737
A,3,250,0,5300077,1,0,94,19,0.7894736842105263
A,3,250,0,5300078,1,0,113,23,0.6956521739130435
A,3,250,0,5300079,1,0,147,30,0.8666666666666667
A,3,250,0,5300092,1,0,133,27,0.48148148148148145
A,3,250,0,5300093,1,0,125,25,0.68
A,3,250,0,5300094,1,0,120,24,0.7916666666666666
A,3,250,0,5300095,1,0,101,21,0.6666666666666666
A,3,250,0,5300096,1,0,73,15,1.0
A,3,250,0,5300097,1,0,196,40,0.75
A,3,250,0,5300098,1,0,50,10,0.7
A,3,250,0,5300099,1,0,130,26,0.6923076923076923
A,3,250,0,5300100,1,0,76,16,0.75
A,3,250,0,5300101,1,0,147,30,0.8333333333333334
A,3,250,0,5300102,1,0,65,13,0.6923076923076923
A,3,250,0,5300103,1,0,105,21,0.8095238095238095
A,3,250,0,5300080,1,0,101,21,0.6666666666666666
A,3,250,0,5300081,1,0,97,20,0.9
A,3,250,0,5300082,1,0,455,91,0.7032967032967034
A,3,250,0,5300083,1,0,132,27,0.9629629629629629
A,3,250,0,5300108,1,0,146,30,0.8333333333333334
A,3,250,0,5300109,1,0,70,14,0.9285714285714286
A,3,250,0,5300110,1,0,129,26,0.7692307692307693
A,3,250,0,5300111,1,0,120,24,0.75
A,3,250,0,5300120,1,0,120,24,0.9166666666666666
A,3,250,0,5300121,1,0,98,20,0.75
A,3,250,0,5300122,1,0,122,25,0.88
A,3,250,0,5300123,1,0,97,20,0.95
A,3,250,0,5300112,1,0,169,34,0.8235294117647058
A,3,250,0,5300113,1,0,119,24,0.7916666666666666
A,3,250,0,5300114,1,0,125,25,0.84
A,3,250,0,5300115,1,0,94,19,0.7368421052631579
A,3,250,0,5300128,1,0,90,18,0.4444444444444444
A,3,250,0,5300129,1,0,91,19,0.5263157894736842
A,3,250,0,5300130,1,0,130,26,0.8461538461538461
A,3,250,0,5300131,1,0,119,24,0.8333333333333334
A,3,250,0,5300116,1,0,123,25,0.76
A,3,250,0,5300117,1,0,202,41,0.7317073170731707
A,3,250,0,5300118,1,0,115,23,0.8260869565217391
A,3,250,0,5300119,1,0,127,26,0.7307692307692307
A,3,250,0,5300072,1,0,106,22,0.8181818181818182
A,3,250,0,5300073,0,1,600,120,0.9333333333333333
A,3,250,0,5300074,1,0,207,42,0.6190476190476191
A,3,250,0,5300075,1,0,172,35,0.7714285714285715
A,3,250,0,5300124,1,0,131,27,0.6296296296296297
A,3,250,0,5300125,1,0,67,14,0.6428571428571429
A,3,250,0,5300126,0,0,126,26,0.8076923076923077
A,3,250,0,5300127,1,0,275,55,0.7454545454545455
A,3,250,0,5300104,1,0,175,35,0.7142857142857143
A,3,250,0,5300105,1,0,74,15,0.8666666666666667
A,3,250,0,5300106,1,0,343,69,0.5217391304347826
A,3,250,0,5300107,1,0,74,15,0.9333333333333333
A,3,250,0,5300132,1,0,107,22,0.8181818181818182
A,3,250,0,5300133,1,0,113,23,0.9130434782608695
A,3,250,0,5300134,1,0,124,25,0.64
A,3,250,0,5300135,1,0,122,25,0.88
A,3,250,0,5300144,1,0,83,17,0.6470588235294118
A,3,250,0,5300145,1,0,124,25,0.76
A,3,250,0,5300146,1,0,101,21,0.7142857142857143
A,3,250,0,5300147,1,0,73,15,0.8666666666666667
A,3,250,0,5300136,1,0,102,21,0.7619047619047619
A,3,250,0,5300137,1,0,129,26,0.8076923076923077
A,3,250,0,5300138,1,0,118,24,0.75
A,3,250,0,5300139,1,0,122,25,0.72
A,3,250,0,5300140,0,0,101,21,0.8571428571428571
A,3,250,0,5300141,1,0,99,20,0.9
A,3,250,0,5300142,1,0,161,33,0.5151515151515151
A,3,250,0,5300143,0,0,101,21,0.8571428571428571
A,3,250,0,5300148,1,0,121,25,0.84
A,3,250,0,5300149,1,0,93,19,0.631578947368421
A,3,250,0,5300150,1,0,197,40,0.7
A,3,250,0,5300151,1,0,134,27,0.8148148148148148
A,3,250,0,5300152,1,0,156,32,0.75
A,3,250,0,5300153,1,0,84,17,0.7647058823529411
A,3,250,0,5300154,1,0,111,23,0.6956521739130435
A,3,250,0,5300155,1,0,180,36,0.8055555555555556
A,3,250,0,5300160,1,0,126,26,0.8461538461538461
A,3,250,0,5300161,1,0,81,17,0.5882352941176471
A,3,250,0,5300162,1,0,83,17,0.5294117647058824
A,3,250,0,5300163,1,0,141,29,0.896551724137931
A,3,250,0,5300172,1,0,118,24,0.875
A,3,250,0,5300173,1,0,123,25,0.72
A,3,250,0,5300174,1,0,73,15,0.8
A,3,250,0,5300175,0,0,95,19,0.6842105263157895
A,3,250,0,5300156,1,0,101,21,0.8571428571428571
A,3,250,0,5300157,1,0,138,28,0.7142857142857143
A,3,250,0,5300158,1,0,147,30,0.8666666666666667
A,3,250,0,5300159,1,0,200,40,0.925
A,3,250,0,5300168,0,0,102,21,0.7142857142857143
A,3,250,0,5300169,0,0,196,40,0.7
A,3,250,0,5300170,1,0,89,18,0.8888888888888888
A,3,250,0,5300171,1,0,136,28,0.9642857142857143
A,3,250,0,5300176,1,0,162,33,0.696969696969697
A,3,250,0,5300177,1,0,178,36,0.7777777777777778
A,3,250,0,5300178,1,0,95,19,0.7368421052631579
A,3,250,0,5300179,1,0,73,15,0.8666666666666667
A,3,250,0,5300184,1,0,124,25,0.88
A,3,250,0,5300185,1,0,136,28,0.8928571428571429
A,3,250,0,5300186,1,0,121,25,0.64
A,3,250,0,5300187,1,0,118,24,0.7916666666666666
A,3,250,0,5300192,1,0,163,33,0.8787878787878788
A,3,250,0,5300193,0,0,118,24,0.9166666666666666
A,3,250,0,5300194,1,0,80,16,0.75
A,3,250,0,5300195,1,0,69,14,0.6428571428571429
A,3,250,0,5300200,1,0,100,20,0.8
A,3,250,0,5300201,1,0,152,31,0.5483870967741935
A,3,250,0,5300202,1,0,74,15,0.8
A,3,250,0,5300203,1,0,77,16,0.6875
A,3,250,0,5300204,1,0,102,21,0.9047619047619048
A,3,250,0,5300205,0,0,101,21,0.6190476190476191
A,3,250,0,5300206,1,0,74,15,0.9333333333333333
A,3,250,0,5300207,1,0,138,28,0.8571428571428571
A,3,250,0,5300164,1,0,125,25,0.52
A,3,250,0,5300165,1,0,113,23,0.9565217391304348
A,3,250,0,5300166,1,0,81,17,0.6470588235294118
A,3,250,0,5300167,0,1,600,120,0.95
A,3,250,0,5300216,1,0,71,15,0.6666666666666666
A,3,250,0,5300217,1,0,133,27,0.7777777777777778
A,3,250,0,5300218,1,0,124,25,0.64
A,3,250,0,5300219,1,0,122,25,0.76
A,3,250,0,5300212,1,0,115,23,0.8695652173913043
A,3,250,0,5300213,1,0,188,38,0.868421052631579
A,3,250,0,5300214,1,0,129,26,0.8076923076923077
A,3,250,0,5300215,1,0,74,15,0.6666666666666666
A,3,250,0,5300208,1,0,73,15,0.8
A,3,250,0,5300209,1,0,86,18,0.6111111111111112
A,3,250,0,5300210,1,0,292,59,0.6949152542372882
A,3,250,0,5300211,1,0,79,16,0.75
A,3,250,0,5300220,1,0,135,27,0.8888888888888888
A,3,250,0,5300221,0,0,112,23,0.6956521739130435
A,3,250,0,5300222,0,0,161,33,0.6666666666666666
A,3,250,0,5300223,0,0,66,14,0.42857142857142855
A,3,250,0,5300180,1,0,121,25,0.92
A,3,250,0,5300181,1,0,78,16,0.6875
A,3,250,0,5300182,0,0,280,56,0.8035714285714286
A,3,250,0,5300183,0,1,600,120,0.9583333333333334
A,3,250,0,5300228,1,0,102,21,0.8571428571428571
A,3,250,0,5300229,1,0,76,16,0.75
A,3,250,0,5300230,1,0,69,14,0.9285714285714286
A,3,250,0,5300231,1,0,144,29,0.7241379310344828
A,3,250,0,5300240,1,0,98,20,0.85
A,3,250,0,5300241,1,0,158,32,0.53125
A,3,250,0,5300242,0,0,180,36,0.8611111111111112
A,3,250,0,5300243,1,0,101,21,0.7619047619047619
A,3,250,0,5300188,1,0,146,30,0.9
A,3,250,0,5300189,0,1,600,120,0.925
A,3,250,0,5300190,1,0,90,18,0.6666666666666666
A,3,250,0,5300191,0,0,226,46,0.5652173913043478
A,3,250,0,5300224,1,0,74,15,1.0
A,3,250,0,5300225,1,0,119,24,0.875
A,3,250,0,5300226,0,0,213,43,0.8604651162790697
A,3,250,0,5300227,1,0,236,48,0.625
A,3,250,0,5300244,1,0,114,23,0.8695652173913043
A,3,250,0,5300245,1,0,137,28,0.8571428571428571
A,3,250,0,5300246,1,0,115,23,0.8695652173913043
A,3,250,0,5300247,0,0,241,49,0.5102040816326531
A,3,250,0,5300248,1,0,149,30,0.6333333333333333
A,3,250,0,5300249,1,0,123,25,0.84
A,3,250,0,5300250,1,0,121,25,0.92
A,3,250,0,5300251,1,0,97,20,0.95
A,3,250,0,5300236,1,0,128,26,0.8461538461538461
A,3,250,0,5300237,1,0,219,44,0.8636363636363636
A,3,250,0,5300238,1,0,203,41,0.6341463414634146
A,3,250,0,5300239,1,0,123,25,0.8
A,3,250,0,5300232,1,0,76,16,0.875
A,3,250,0,5300233,0,1,600,120,0.6666666666666666
A,3,250,0,5300234,1,0,94,19,0.7894736842105263
A,3,250,0,5300235,0,0,150,30,0.6666666666666666
A,3,250,0,5300256,1,0,127,26,0.6538461538461539
A,3,250,0,5300257,0,0,183,37,0.8108108108108109
A,3,250,0,5300258,1,0,80,16,0.4375
A,3,250,0,5300259,1,0,116,24,0.875
A,3,250,0,5300260,1,0,93,19,0.9473684210526315
A,3,250,0,5300261,1,0,114,23,0.7391304347826086
A,3,250,0,5300262,1,0,148,30,0.7
A,3,250,0,5300263,1,0,158,32,0.75
A,3,250,0,5300268,1,0,201,41,0.8536585365853658
A,3,250,0,5300269,1,0,95,19,0.6842105263157895
A,3,250,0,5300270,1,0,97,20,0.9
A,3,250,0,5300271,1,0,72,15,0.8666666666666667
A,3,250,0,5300252,1,0,116,24,0.7083333333333334
A,3,250,0,5300253,1,0,125,25,0.76
A,3,250,0,5300254,1,0,142,29,0.7586206896551724
A,3,250,0,5300255,0,0,275,55,0.9090909090909091
A,3,250,0,5300264,1,0,159,32,0.625
A,3,250,0,5300265,1,0,112,23,0.5652173913043478
A,3,250,0,5300266,1,0,233,47,0.5957446808510638
A,3,250,0,5300267,1,0,84,17,0.7058823529411765
A,3,250,0,5300196,0,1,600,120,0.5916666666666667
A,3,250,0,5300197,0,1,600,120,0.6916666666666667
A,3,250,0,5300198,1,0,117,24,0.9166666666666666
A,3,250,0,5300199,1,0,123,25,0.68
A,3,250,0,5300272,1,0,56,12,0.8333333333333334
A,3,250,0,5300273,1,0,156,32,0.6875
A,3,250,0,5300274,1,0,73,15,0.8
A,3,250,0,5300275,1,0,224,45,0.7555555555555555
A,3,250,0,5300276,0,0,188,38,0.5526315789473685
A,3,250,0,5300277,1,0,122,25,0.84
A,3,250,0,5300278,1,0,86,18,0.7777777777777778
A,3,250,0,5300279,1,0,117,24,0.8333333333333334
A,3,250,0,5300280,1,0,157,32,0.53125
A,3,250,0,5300281,1,0,103,21,0.6190476190476191
A,3,250,0,5300282,1,0,68,14,0.6428571428571429
A,3,250,0,5300283,1,0,145,29,0.8275862068965517
A,3,250,0,5300292,1,0,117,24,0.7916666666666666
A,3,250,0,5300293,1,0,111,23,0.8260869565217391
A,3,250,0,5300294,1,0,124,25,0.8
A,3,250,0,5300295,0,0,98,20,0.85
A,3,250,0,5300288,1,0,150,30,0.7
A,3,250,0,5300289,1,0,155,31,0.3225806451612903
A,3,250,0,5300290,1,0,74,15,0.8
A,3,250,0,5300291,1,0,102,21,0.8095238095238095
A,3,250,0,5300300,1,0,147,30,0.8
A,3,250,0,5300301,0,0,74,15,0.4666666666666667
A,3,250,0,5300302,1,0,98,20,0.95
A,3,250,0,5300303,1,0,74,15,0.5333333333333333
A,3,250,0,5300284,1,0,169,34,0.7941176470588235
A,3,250,0,5300285,1,0,115,23,0.7391304347826086
A,3,250,0,5300286,1,0,187,38,0.7631578947368421
A,3,250,0,5300287,1,0,152,31,0.9032258064516129
A,3,250,0,5300308,1,0,118,24,0.875
A,3,250,0,5300309,1,0,115,23,0.9130434782608695
A,3,250,0,5300310,1,0,73,15,0.6666666666666666
A,3,250,0,5300311,1,0,73,15,0.8666666666666667
A,3,250,0,5300304,1,0,143,29,0.8620689655172413
A,3,250,0,5300305,0,0,129,26,0.5769230769230769
A,3,250,0,5300306,1,0,120,24,0.8333333333333334
A,3,250,0,5300307,1,0,92,19,0.7894736842105263
A,3,250,0,5300312,0,0,167,34,0.8529411764705882
A,3,250,0,5300313,1,0,77,16,0.75
A,3,250,0,5300314,1,0,76,16,0.6875
A,3,250,0,5300315,1,0,196,40,0.85
A,3,250,0,5300320,1,0,76,16,0.5
A,3,250,0,5300321,1,0,121,25,0.76
A,3,250,0,5300322,0,0,103,21,0.6666666666666666
A,3,250,0,5300323,1,0,157,32,0.84375
A,3,250,0,5300332,0,0,158,32,0.65625
A,3,250,0,5300333,1,0,73,15,0.8666666666666667
A,3,250,0,5300334,1,0,81,17,0.5882352941176471
A,3,250,0,5300335,1,0,74,15,0.8
A,3,250,0,5300328,1,0,90,18,0.6111111111111112
A,3,250,0,5300329,1,0,73,15,0.8666666666666667
A,3,250,0,5300330,0,0,102,21,0.5714285714285714
A,3,250,0,5300331,1,0,141,29,0.8275862068965517
A,3,250,0,5300324,1,0,73,15,0.8666666666666667
A,3,250,0,5300325,1,0,98,20,0.7
A,3,250,0,5300326,1,0,182,37,0.7297297297297297
A,3,250,0,5300327,1,0,80,16,0.8125
A,3,250,0,5300316,1,0,213,43,0.8372093023255814
A,3,250,0,5300317,0,0,114,23,0.6521739130434783
A,3,250,0,5300318,1,0,148,30,0.6333333333333333
A,3,250,0,5300319,1,0,150,30,0.8666666666666667
A,3,250,0,5300336,1,0,121,25,0.8
A,3,250,0,5300337,1,0,66,14,1.0
A,3,250,0,5300338,1,0,134,27,0.7037037037037037
A,3,250,0,5300339,0,0,221,45,0.7777777777777778
A,3,250,0,5300340,1,0,102,21,0.8571428571428571
A,3,250,0,5300341,1,0,101,21,0.7142857142857143
A,3,250,0,5300342,1,0,108,22,0.7272727272727273
A,3,250,0,5300343,1,0,90,18,0.7222222222222222
A,3,250,0,5300352,1,0,77,16,0.8125
A,3,250,0,5300353,0,0,153,31,0.5806451612903226
A,3,250,0,5300354,1,0,121,25,0.8
A,3,250,0,5300355,1,0,116,24,0.7916666666666666
A,3,250,0,5300348,1,0,178,36,0.8611111111111112
A,3,250,0,5300349,1,0,148,30,0.9
A,3,250,0,5300350,1,0,66,14,0.5
A,3,250,0,5300351,0,0,96,20,0.3
A,3,250,0,5300360,1,0,79,16,0.625
A,3,250,0,5300361,1,0,79,16,0.9375
A,3,250,0,5300362,1,0,73,15,0.8666666666666667
A,3,250,0,5300363,0,0,145,29,0.7586206896551724
A,3,250,0,5300344,1,0,204,41,0.6829268292682927
A,3,250,0,5300345,1,0,73,15,1.0
A,3,250,0,5300346,1,0,107,22,0.6818181818181818
A,3,250,0,5300347,1,0,227,46,0.5869565217391305
A,3,250,0,5300368,1,0,49,10,0.9
A,3,250,0,5300369,1,0,71,15,0.6666666666666666
A,3,250,0,5300370,1,0,124,25,0.88
A,3,250,0,5300371,1,0,73,15,0.9333333333333333
A,3,250,0,5300296,1,0,123,25,0.84
A,3,250,0,5300297,0,1,600,120,0.975
A,3,250,0,5300298,1,0,73,15,1.0
A,3,250,0,5300299,1,0,70,14,0.7857142857142857
A,3,250,0,5300364,1,0,101,21,0.5238095238095238
A,3,250,0,5300365,0,0,204,41,0.6341463414634146
A,3,250,0,5300366,1,0,173,35,0.8285714285714286
A,3,250,0,5300367,1,0,133,27,0.8888888888888888
A,3,250,0,5300372,1,0,115,23,0.8695652173913043
A,3,250,0,5300373,1,0,165,33,0.6363636363636364
A,3,250,0,5300374,1,0,80,16,0.875
A,3,250,0,5300375,1,0,74,15,0.8666666666666667
A,3,250,0,5300384,1,0,75,15,0.8
A,3,250,0,5300385,1,0,145,29,0.7586206896551724
A,3,250,0,5300386,1,0,152,31,0.8064516129032258
A,3,250,0,5300387,1,0,73,15,0.8666666666666667
A,3,250,0,5300376,1,0,136,28,0.8214285714285714
A,3,250,0,5300377,1,0,121,25,0.88
A,3,250,0,5300378,0,0,151,31,0.7741935483870968
A,3,250,0,5300379,1,0,179,36,0.9166666666666666
A,3,250,0,5300380,1,0,96,20,0.6
A,3,250,0,5300381,1,0,161,33,0.7272727272727273
A,3,250,0,5300382,1,0,122,25,0.72
A,3,250,0,5300383,1,0,202,41,0.8780487804878049
A,3,250,0,5300388,1,0,129,26,0.8846153846153846
A,3,250,0,5300389,1,0,182,37,0.7837837837837838
A,3,250,0,5300390,0,0,126,26,0.7692307692307693
A,3,250,0,5300391,1,0,126,26,0.7692307692307693
A,3,250,0,5300392,1,0,149,30,0.6666666666666666
A,3,250,0,5300393,1,0,93,19,0.3684210526315789
A,3,250,0,5300394,1,0,150,30,0.4666666666666667
A,3,250,0,5300395,1,0,89,18,0.7777777777777778
A,3,250,0,5300400,1,0,104,21,0.8095238095238095
A,3,250,0,5300401,1,0,226,46,0.8913043478260869
A,3,250,0,5300402,1,0,73,15,0.7333333333333333
A,3,250,0,5300403,1,0,107,22,0.6818181818181818
A,3,250,0,5300412,1,0,89,18,0.6666666666666666
A,3,250,0,5300413,1,0,74,15,1.0
A,3,250,0,5300414,1,0,115,23,0.782608695652174
A,3,250,0,5300415,1,0,153,31,0.7741935483870968
A,3,250,0,5300408,1,0,77,16,0.6875
A,3,250,0,5300409,1,0,124,25,0.64
A,3,250,0,5300410,0,0,103,21,0.8095238095238095
A,3,250,0,5300411,1,0,207,42,0.7142857142857143
A,3,250,0,5300404,0,0,256,52,0.8653846153846154
A,3,250,0,5300405,0,0,105,21,0.47619047619047616
A,3,250,0,5300406,1,0,158,32,0.625
A,3,250,0,5300407,1,0,74,15,0.9333333333333333
A,3,250,0,5300416,1,0,125,25,0.8
A,3,250,0,5300417,1,0,126,26,0.7692307692307693
A,3,250,0,5300418,1,0,103,21,0.8571428571428571
A,3,250,0,5300419,1,0,125,25,0.88
A,3,250,0,5300420,1,0,123,25,0.76
A,3,250,0,5300421,1,0,148,30,0.6333333333333333
A,3,250,0,5300422,1,0,75,15,0.9333333333333333
A,3,250,0,5300423,1,0,81,17,0.6470588235294118
A,3,250,0,5300424,1,0,138,28,0.6785714285714286
A,3,250,0,5300425,1,0,102,21,0.6666666666666666
A,3,250,0,5300426,1,0,82,17,0.7647058823529411
A,3,250,0,5300427,1,0,71,15,0.6
A,3,250,0,5300356,0,1,600,120,0.95
A,3,250,0,5300357,0,1,600,120,0.6083333333333333
A,3,250,0,5300358,1,0,118,24,0.875
A,3,250,0,5300359,1,0,76,16,0.8125
A,3,250,0,5300440,1,0,76,16,0.75
A,3,250,0,5300441,1,0,66,14,0.9285714285714286
A,3,250,0,5300442,1,0,116,24,0.9583333333333334
A,3,250,0,5300443,1,0,73,15,0.9333333333333333
A,3,250,0,5300396,1,0,86,18,0.9444444444444444
A,3,250,0,5300397,0,0,76,16,0.8125
A,3,250,0,5300398,1,0,98,20,0.95
A,3,250,0,5300399,0,1,600,120,0.7833333333333333
A,3,250,0,5300432,1,0,56,12,0.6666666666666666
A,3,250,0,5300433,1,0,69,14,0.9285714285714286
A,3,250,0,5300434,0,0,110,22,0.7272727272727273
A,3,250,0,5300435,1,0,156,32,0.875
A,3,250,0,5300428,1,0,146,30,0.8
A,3,250,0,5300429,1,0,152,31,0.8387096774193549
A,3,250,0,5300430,1,0,76,16,0.625
A,3,250,0,5300431,1,0,95,19,0.8947368421052632
A,3,250,0,5300448,1,0,94,19,0.7368421052631579
A,3,250,0,5300449,1,0,75,15,0.8
A,3,250,0,5300450,1,0,84,17,0.6470588235294118
A,3,250,0,5300451,1,0,99,20,0.6
A,3,250,0,5300436,1,0,76,16,0.6875
A,3,250,0,5300437,1,0,73,15,0.9333333333333333
A,3,250,0,5300438,0,0,270,54,0.6666666666666666
A,3,250,0,5300439,1,0,72,15,0.7333333333333333
A,3,250,0,5300452,1,0,136,28,0.7857142857142857
A,3,250,0,5300453,1,0,121,25,0.88
A,3,250,0,5300454,1,0,115,23,0.782608695652174
A,3,250,0,5300455,1,0,103,21,0.8571428571428571
A,3,250,0,5300464,1,0,126,26,0.7692307692307693
A,3,250,0,5300465,1,0,141,29,0.7241379310344828
A,3,250,0,5300466,1,0,106,22,0.6363636363636364
A,3,250,0,5300467,1,0,113,23,0.8695652173913043
A,3,250,0,5300476,1,0,69,14,0.8571428571428571
A,3,250,0,5300477,1,0,51,11,0.7272727272727273
A,3,250,0,5300478,1,0,86,18,0.8888888888888888
A,3,250,0,5300479,1,0,143,29,0.896551724137931
A,3,250,0,5300460,1,0,158,32,0.71875
A,3,250,0,5300461,1,0,135,27,0.5185185185185185
A,3,250,0,5300462,1,0,118,24,0.875
A,3,250,0,5300463,1,0,74,15,0.9333333333333333
A,3,250,0,5300472,0,0,85,17,0.7058823529411765
A,3,250,0,5300473,1,0,90,18,0.7222222222222222
A,3,250,0,5300474,1,0,114,23,0.782608695652174
A,3,250,0,5300475,1,0,132,27,0.6666666666666666
A,3,250,0,5300456,1,0,121,25,1.0
A,3,250,0,5300457,1,0,121,25,0.84
A,3,250,0,5300458,0,0,226,46,0.8695652173913043
A,3,250,0,5300459,1,0,124,25,0.52
A,3,250,0,5300444,1,0,68,14,1.0
A,3,250,0,5300445,0,0,471,95,0.968421052631579
A,3,250,0,5300446,0,0,122,25,0.96
A,3,250,0,5300447,1,0,128,26,0.7307692307692307
A,3,250,0,5300488,1,0,133,27,0.7777777777777778
A,3,250,0,5300489,1,0,94,19,0.47368421052631576
A,3,250,0,5300490,1,0,102,21,0.7619047619047619
A,3,250,0,5300491,1,0,126,26,0.6923076923076923
A,3,250,0,5300484,0,0,125,25,0.96
A,3,250,0,5300485,1,0,206,42,0.7142857142857143
A,3,250,0,5300486,1,0,122,25,0.84
A,3,250,0,5300487,1,0,98,20,0.55
A,3,250,0,5300492,1,0,125,25,0.72
A,3,250,0,5300493,1,0,126,26,0.8461538461538461
A,3,250,0,5300494,0,0,159,32,0.75
A,3,250,0,5300495,1,0,120,24,0.7916666666666666
A,3,250,0,5300480,1,0,121,25,0.76
A,3,250,0,5300481,1,0,371,75,0.9733333333333334
A,3,250,0,5300482,1,0,132,27,0.8148148148148148
A,3,250,0,5300483,1,0,77,16,0.5
A,3,250,0,5300468,1,0,84,17,0.6470588235294118
A,3,250,0,5300469,0,0,562,113,0.9557522123893806
A,3,250,0,5300470,1,0,77,16,0.4375
A,3,250,0,5300471,1,0,140,28,0.7142857142857143
A,3,250,0,5300496,1,0,148,30,0.9
A,3,250,0,5300497,0,1,600,120,0.9083333333333333
A,3,250,0,5300498,0,0,136,28,0.7142857142857143
A,3,250,0,5300499,1,0,138,28,0.6428571428571429
A,3,250,1,5350028,1,0,98,0,0.95
A,3,250,1,5350029,1,0,101,0,0.7142857142857143
A,3,250,1,5350030,0,0,110,0,0.8181818181818182
A,3,250,1,5350031,0,0,88,0,0.7777777777777778
A,3,250,1,5350020,1,0,99,0,0.85
A,3,250,1,5350021,1,0,125,0,0.8
A,3,250,1,5350022,1,0,105,0,0.6666666666666666
A,3,250,1,5350023,1,0,127,0,0.8076923076923077
A,3,250,1,5350016,1,0,150,0,0.7
A,3,250,1,5350017,1,0,128,0,0.6923076923076923
A,3,250,1,5350018,1,0,108,0,0.6818181818181818
A,3,250,1,5350019,1,0,76,0,0.625
A,3,250,1,5350024,1,0,167,0,0.8823529411764706
A,3,250,1,5350025,1,0,101,0,0.9523809523809523
A,3,250,1,5350026,1,0,113,0,0.8260869565217391
A,3,250,1,5350027,0,0,107,0,0.6363636363636364
A,3,250,1,5350000,0,0,181,0,0.8918918918918919
A,3,250,1,5350001,1,0,173,0,0.8
A,3,250,1,5350002,1,0,75,0,0.8
A,3,250,1,5350003,1,0,104,0,0.8095238095238095
A,3,250,1,5350032,1,0,93,0,0.6842105263157895
A,3,250,1,5350033,1,0,137,0,0.7857142857142857
A,3,250,1,5350034,1,0,155,0,0.8387096774193549
A,3,250,1,5350035,1,0,89,0,0.7222222222222222
A,3,250,1,5350040,1,0,71,0,0.9333333333333333
A,3,250,1,5350041,1,0,149,0,0.5666666666666667
A,3,250,1,5350042,1,0,147,0,0.8333333333333334
A,3,250,1,5350043,1,0,92,0,0.631578947368421
A,3,250,1,5350036,1,0,97,0,0.6
A,3,250,1,5350037,1,0,152,0,0.7419354838709677
A,3,250,1,5350038,1,0,255,0,0.7058823529411765
A,3,250,1,5350039,0,0,170,0,0.6470588235294118
A,3,250,1,5350044,1,0,263,0,0.6226415094339622
A,3,250,1,5350045,1,0,231,0,0.7872340425531915
A,3,250,1,5350046,1,0,129,0,0.9230769230769231
A,3,250,1,5350047,1,0,77,0,0.9375
A,3,250,1,5350008,1,0,103,0,0.7142857142857143
A,3,250,1,5350009,1,0,120,0,0.75
A,3,250,1,5350010,1,0,131,0,0.8888888888888888
A,3,250,1,5350011,0,1,600,0,1.0
A,3,250,1,5350048,1,0,75,0,0.8
A,3,250,1,5350049,1,0,258,0,0.8269230769230769
A,3,250,1,5350050,1,0,112,0,0.6956521739130435
A,3,250,1,5350051,0,0,351,0,0.8169014084507042
A,3,250,1,5350004,1,0,85,0,0.8823529411764706
A,3,250,1,5350005,1,0,111,0,0.8695652173913043
A,3,250,1,5350006,0,1,600,0,0.95
A,3,250,1,5350007,1,0,185,0,0.8378378378378378
A,3,250,1,5350060,1,0,133,0,0.6666666666666666
A,3,250,1,5350061,1,0,66,0,0.7857142857142857
A,3,250,1,5350062,1,0,134,0,0.8888888888888888
A,3,250,1,5350063,1,0,75,0,0.9333333333333333
A,3,250,1,5350012,0,0,68,0,0.7857142857142857
A,3,250,1,5350013,1,0,271,0,0.7818181818181819
A,3,250,1,5350014,0,1,600,0,0.9666666666666667
A,3,250,1,5350015,1,0,254,0,0.7254901960784313
A,3,250,1,5350052,0,0,218,0,0.8863636363636364
A,3,250,1,5350053,1,0,216,0,0.7954545454545454
A,3,250,1,5350054,1,0,126,0,0.8461538461538461
A,3,250,1,5350055,1,0,93,0,0.7894736842105263
A,3,250,1,5350076,0,0,100,0,0.65
A,3,250,1,5350077,1,0,125,0,0.88
A,3,250,1,5350078,1,0,117,0,0.7916666666666666
A,3,250,1,5350079,0,0,107,0,0.8636363636363636
